7, 4434, OF, 2, 2, 0
7, 4798, 1B, 6, 3, 0
7, 3313, 3B, 1, 2, 0
7, 4476, OF, 1, 2, 0
7, 3529, U, 6, 3, 0
7, 4568, SS, 1, 2, 0
7, 4826, OF, 6, 3, 0
7, 3134, P, 5, 2, 0
7, 4458, P, 2, 2, 0
7, 3610, P, 1, 2, 0
7, 5183, P, 14, 3, 0
7, 2928, P, 6, 2, 0
13, 4355, C, 36, 3, 0
13, 2981, OF, 3, 2, 0
13, 3223, OF, 10, 3, 0
13, 4342, 2B, 19, 3, 0
13, 3227, OF, 11, 3, 0
13, 3679, 2B, 11, 3, 0
13, 5127, 3B, 5, 2, 0
13, 3505, 1B, 6, 2, 0
13, 3077, OF, 9, 3, 0
13, 4163, 1B, 11, 3, 0
13, 3350, 3B, 10, 3, 0
13, 3371, 1B, 1, 2, 0
13, 4439, OF, 18, 4, 0
13, 4132, U, 6, 2, 0
13, 2972, P, 20, 3, 0
13, 3652, P, 30, 2, 0
13, 2967, P, 1, 2, 0
13, 4483, P, 1, 2, 0
13, 2916, P, 24, 2, 0
13, 3080, P, 6, 2, 0
13, 4321, P, 7, 2, 0
13, 5271, P, 1, 2, 0
13, 3167, P, 2, 2, 0
13, 3316, P, 2, 2, 0
13, 3248, P, 29, 2, 0
6, 5307, OF, 2, 2, 0
6, 3351, U, 8, 3, 0
6, 5292, OF, 1, 2, 0
6, 5200, OF, 5, 2, 0
6, 5383, P, 33, 2, 0
6, 3297, P, 5, 2, 0
6, 2937, P, 14, 2, 0
6, 4784, P, 6, 3, 0
6, 4349, P, 1, 2, 0
6, 3114, P, 1, 2, 0
6, 5224, P, 5, 2, 0
6, 4322, P, 1, 2, 0
10, 4470, SS, 9, 2, 0
10, 3262, C, 12, 3, 0
10, 5340, SS, 3, 2, 0
10, 3685, SS, 6, 3, 0
10, 3034, P, 4, 2, 0
10, 4392, P, 8, 3, 0
10, 3005, P, 6, 2, 0
10, 3565, P, 3, 2, 0
10, 2956, P, 23, 4, 0
10, 3055, P, 8, 2, 0
10, 4683, P, 1, 2, 0
10, 5371, P, 8, 3, 0
11, 3179, OF, 6, 3, 0
11, 3544, 1B, 40, 5, 0
11, 3277, OF, 6, 3, 0
11, 4383, OF, 31, 5, 0
11, 4650, P, 6, 3, 0
11, 3247, P, 34, 5, 0
11, 4348, P, 9, 3, 0
11, 5471, P, 10, 3, 0
11, 4221, P, 16, 4, 0
11, 4034, P, 8, 3, 0
11, 3287, P, 13, 3, 0
11, 4598, P, 16, 4, 0
1, 3197, OF, 16, 2, 0
1, 3115, 1B, 16, 4, 0
1, 2959, OF, 67, 2, 0
1, 3231, OF, 9, 3, 0
1, 3224, OF, 20, 4, 0
1, 3162, C, 1, 2, 0
1, 3479, 2B, 1, 2, 0
1, 3396, C, 1, 2, 0
1, 4572, OF, 1, 2, 0
1, 5382, OF, 11, 4, 0
1, 4531, 1B, 1, 2, 0
1, 4070, 3B, 1, 2, 0
1, 5193, OF, 1, 2, 0
1, 4353, P, 9, 3, 0
1, 2908, P, 24, 2, 0
1, 3141, P, 29, 4, 0
1, 3927, P, 6, 3, 0
1, 3929, P, 23, 2, 0
1, 4589, P, 1, 2, 0
1, 4416, P, 1, 2, 0
1, 4299, P, 5, 2, 0
1, 4317, P, 15, 2, 0
1, 5024, P, 5, 2, 0
1, 4323, P, 1, 2, 0
1, 4398, P, 16, 4, 0
1, 5315, P, 7, 3, 0
1, 5511, P, 4, 2, 0
1, 5408, P, 1, 2, 0
12, 4823, P, 70, 2, 0
12, 4540, OF, 32, 2, 0
12, 4561, OF, 16, 3, 0
12, 3278, 3B, 69, 2, 0
12, 4430, OF, 78, 2, 0
12, 4340, OF, 3, 2, 0
12, 4463, C, 2, 2, 0
12, 3100, 3B, 9, 3, 0
12, 4729, 1B, 4, 2, 0
12, 3283, OF, 1, 2, 0
12, 5433, SS, 5, 2, 0
12, 5602, 1B, 3, 2, 0
12, 4449, P, 6, 3, 0
12, 5216, P, 8, 2, 0
12, 4823, P, 70, 2, 0
12, 4336, P, 13, 3, 0
12, 4196, P, 17, 2, 0
12, 3562, P, 10, 2, 0
12, 4395, P, 4, 2, 0
12, 3344, P, 43, 2, 0
12, 4179, P, 4, 2, 0
12, 2924, P, 32, 5, 0
12, 2923, P, 40, 4, 0
12, 5442, P, 4, 2, 0
12, 4724, P, 6, 3, 0
12, 3478, P, 3, 2, 0
12, 2962, P, 5, 2, 0
14, 3083, SS, 1, 2, 0
14, 3149, OF, 2, 2, 0
14, 4532, 3B, 1, 2, 0
14, 3412, SS, 34, 4, 0
14, 3525, U, 34, 4, 0
14, 4384, 3B, 47, 2, 0
14, 4441, C, 1, 2, 0
14, 3239, 1B, 6, 3, 0
14, 4407, 1B, 39, 2, 0
14, 3317, 3B, 37, 5, 0
14, 2958, 2B, 1, 2, 0
14, 3304, 2B, 6, 3, 0
14, 3450, SS, 6, 3, 0
14, 5378, C, 1, 2, 0
14, 5335, 3B, 8, 3, 0
14, 4389, P, 31, 3, 0
14, 4710, P, 16, 4, 0
14, 3803, P, 1, 2, 0
14, 5344, P, 1, 2, 0
14, 5196, P, 1, 2, 0
14, 3250, P, 58, 2, 0
14, 3242, P, 1, 2, 0
14, 3020, P, 19, 4, 0
14, 2960, P, 27, 2, 0
14, 4567, P, 6, 3, 0
14, 5460, P, 4, 2, 0
14, 4180, P, 1, 2, 0
14, 5298, P, 1, 2, 0
5, 4443, 1B, 48, 3, 0
5, 4459, OF, 16, 4, 0
5, 5207, C, 6, 3, 0
5, 4895, OF, 16, 4, 0
5, 4825, OF, 6, 3, 0
5, 5434, 2B, 6, 3, 0
5, 4725, P, 16, 4, 0
5, 3116, P, 6, 3, 0
5, 4296, P, 17, 4, 0
5, 4343, P, 6, 3, 0
5, 5593, P, 7, 3, 0
5, 5155, P, 6, 3, 0
4, 3321, OF, 21, 3, 0
4, 4474, 1B, 14, 2, 0
4, 3458, SS, 1, 2, 0
4, 4354, 1B, 44, 3, 0
4, 4465, 2B, 28, 3, 0
4, 4431, C, 13, 3, 0
4, 3557, 3B, 17, 2, 0
4, 4790, OF, 5, 2, 0
4, 3073, 1B, 1, 2, 0
4, 3218, OF, 33, 2, 0
4, 3673, OF, 7, 3, 0
4, 4534, 3B, 3, 2, 0
4, 5232, 2B, 3, 2, 0
4, 4334, P, 3, 2, 0
4, 3033, P, 1, 2, 0
4, 4400, P, 3, 2, 0
4, 3081, P, 6, 3, 0
4, 4374, P, 3, 2, 0
4, 3637, P, 1, 2, 0
4, 3002, P, 6, 3, 0
4, 3088, P, 16, 4, 0
4, 3189, P, 17, 4, 0
4, 4182, P, 3, 2, 0
4, 5477, P, 2, 2, 0
2, 4390, OF, 9, 2, 0
2, 4240, 1B, 31, 3, 0
2, 3147, 3B, 1, 2, 0
2, 3551, SS, 31, 3, 0
2, 4511, C, 1, 2, 0
2, 5411, P, 1, 2, 0
2, 3558, P, 5, 2, 0
2, 4408, P, 21, 2, 0
2, 2938, P, 9, 3, 0
2, 4575, P, 1, 2, 0
3, 4236, 2B, 34, 2, 0
3, 4401, 1B, 3, 2, 0
3, 4350, OF, 60, 2, 0
3, 4472, C, 18, 4, 0
3, 3047, OF, 16, 4, 0
3, 3778, OF, 3, 2, 0
3, 5308, OF, 3, 2, 0
3, 4469, 1B, 18, 4, 0
3, 3530, SS, 8, 3, 0
3, 3176, OF, 16, 4, 0
3, 5614, OF, 1, 2, 0
3, 5313, 3B, 2, 2, 0
3, 3726, 2B, 3, 2, 0
3, 3845, 3B, 2, 2, 0
3, 5209, OF, 1, 2, 0
3, 5458, 1B, 1, 2, 0
3, 2934, P, 14, 3, 0
3, 4444, P, 53, 5, 0
3, 4382, P, 19, 4, 0
3, 3053, P, 1, 2, 0
3, 2942, P, 1, 2, 0
3, 2986, P, 10, 2, 0
3, 4715, P, 1, 2, 0
3, 5463, P, 2, 2, 0
3, 2920, P, 33, 5, 0
3, 2995, P, 6, 2, 0
3, 3994, P, 16, 4, 0
3, 4980, P, 2, 2, 0
8, 4406, 3B, 1, 2, 0
8, 4422, OF, 10, 2, 0
8, 3255, U, 1, 2, 0
8, 3504, 2B, 11, 3, 0
8, 4433, 3B, 1, 2, 0
8, 4391, 1B, 8, 3, 0
8, 4636, 1B, 1, 2, 0
8, 4412, OF, 50, 2, 0
8, 3192, SS, 40, 2, 0
8, 3399, OF, 57, 3, 0
8, 4519, C, 6, 3, 0
8, 3190, SS, 9, 2, 0
8, 4520, OF, 6, 3, 0
8, 2979, P, 43, 2, 0
8, 4327, P, 8, 3, 0
8, 4717, P, 26, 2, 0
8, 4456, P, 6, 3, 0
8, 3104, P, 14, 2, 0
8, 3058, P, 16, 4, 0
8, 3252, P, 1, 2, 0
8, 2926, P, 34, 5, 0
8, 5238, P, 2, 2, 0
8, 4602, P, 1, 2, 0
8, 4063, P, 6, 3, 0
8, 5226, P, 1, 2, 0
8, 5162, P, 1, 2, 0
8, 5252, P, 10, 3, 0
8, 5559, P, 1, 2, 0
9, 3282, 1B, 51, 3, 0
9, 3467, OF, 1, 2, 0
9, 2991, 2B, 27, 4, 0
9, 3743, OF, 53, 4, 0
9, 4115, 3B, 2, 2, 0
9, 3368, OF, 1, 2, 0
9, 3024, C, 20, 2, 0
9, 3511, SS, 16, 4, 0
9, 5310, 2B, 1, 2, 0
9, 4452, OF, 16, 4, 0
9, 3151, OF, 1, 2, 0
9, 4824, OF, 16, 4, 0
9, 5325, P, 37, 2, 0
9, 3983, P, 17, 2, 0
9, 3591, P, 7, 3, 0
9, 4215, P, 3, 2, 0
9, 3840, P, 5, 2, 0
9, 3738, P, 3, 2, 0
9, 5596, P, 2, 2, 0
9, 4141, P, 15, 3, 0
9, 4324, P, 36, 2, 0
9, 2998, P, 16, 4, 0
9, 4453, P, 6, 3, 0
9, 3296, P, 1, 2, 0
9, 5389, P, 1, 2, 0
9, 5418, P, 3, 2, 0
