Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
Walter Pennington,KCR,0.0484,0.052,0.0069,4.30731,0.9192,0.0172,0,0,1,4.415,1.0463,0.5223,0.47859,0.0987778,0.4513,,0.0442,0.752,6.768,4.0617,1.6663,0.889,0.170328,0.10222,0.0681087151169777,0.266947,1.4976,0.308768,0.717496,0.518004,,4.52165,0.000733256,-0.040095,999,,,,sa3014971
Jesse Hahn,LAD,0.0502,0.0479,0,4.4937,1,0,0,0,1,4.369,0.9644,0.5346,0.4993,0.149,0.4232,,0.051,0.9875,8.8875,3.8088,2.33341,1.341,0.226024,0.0968643,0.129159994423389,0.247612,1.3876,0.295617,0.723494,0.407699,,4.63964,0.000719407,-0.0452906,999,,,,13287
Yoan López,,0.0478,0.0503,0,4.38768,1,0,0,0,1,4.35,0.994,0.5256,0.48752,0.131889,0.4106,,0.0376,0.8874,7.9866,3.6954,2.16123,1.187,0.204,0.0943908,0.109609186649323,0.254754,1.4046,0.299083,0.720518,0.445997,,4.5394,0.000708921,-0.0435483,999,,,,17181
Anthony Castro,,0.048,0.0501,0,4.35087,1,0,0,0,1,4.378,0.9474,0.5211,0.48343,0.127556,0.4728,,0.0498,0.97,8.73,4.2552,2.05161,1.148,0.221562,0.107995,0.113567851483822,0.245733,1.4202,0.297277,0.724133,0.440007,,4.54106,0.000690526,-0.0435483,999,,,,19789
Jason Blanchard,SDP,0.0483,0.0498,0,4.14747,1,0,0,0,1,4.367,0.9526,0.4996,0.46083,0.122,0.4587,,0.044,0.9184,8.2656,4.1283,2.00218,1.098,0.210305,0.105038,0.105266764760017,0.246513,1.4113,0.294132,0.734946,0.451047,,4.51234,0.000680801,0.0566195,999,,,,sa3010313
Dillon Peters,,0.0505,0.0529,0.0164,4.29723,0.8112,0.0402,0,0,1,4.322,0.9804,0.5129,0.47747,0.142444,0.3759,,0.0389,0.9042,8.1378,3.3831,2.40543,1.282,0.209209,0.0869736,0.12223507463932,0.250921,1.3563,0.292935,0.729031,0.401987,,4.54282,0.000671146,-0.0435483,999,,,,18790
Alex Hoppe,BOS,0.0476,0.0506,0,4.62861,1,0,0,0,1,4.392,1.0138,0.5522,0.51429,0.130778,0.4303,,0.0423,0.9097,8.1873,3.8727,2.11411,1.177,0.207127,0.0979736,0.109152987599373,0.258662,1.4441,0.30672,0.70729,0.441713,,4.55355,0.000599712,-0.0388197,999,,,,sa3020836
Sam Gaviglio,,0.0472,0.0509,0,4.48533,1,0,0,0,1,4.352,1.0495,0.5379,0.49837,0.132444,0.3428,,0.0451,0.7944,7.1496,3.0852,2.31739,1.192,0.182537,0.0787684,0.10376837849617,0.264751,1.3923,0.301936,0.707942,0.462998,,4.55172,0.000572922,-0.0435483,999,,,,12778
Andrew Suárez,,0.048,0.0502,0,4.36248,1,0,0,0,1,4.348,1.0039,0.5224,0.48472,0.135889,0.3996,,0.0353,0.8397,7.5573,3.5964,2.10135,1.223,0.193123,0.0919043,0.101218946278095,0.256549,1.4035,0.295492,0.726228,0.430993,,4.6469,0.000561218,-0.0435483,999,,,,18300
Jeremy Rhoades,,0.0479,0.0503,0,4.41927,1,0,0,0,1,4.318,0.9643,0.5242,0.49103,0.149667,0.3725,,0.0456,0.9504,8.5536,3.3525,2.55141,1.347,0.220102,0.0862668,0.13383511453867,0.247263,1.3368,0.290958,0.720859,0.373013,,4.55421,0.000545453,-0.0435483,999,,,,sa827471
Cole Paplham,SDP,0.0476,0.0505,0,4.2876,1,0,0,0,1,4.367,0.9543,0.5146,0.4764,0.126667,0.4518,,0.0466,0.9358,8.4222,4.0662,2.07127,1.14,0.214289,0.103458,0.11083123087883,0.246678,1.4061,0.294937,0.725524,0.444635,,4.52531,0.000536802,-0.0481978,999,,,,sa3020749
Ian Krol,,0.0471,0.051,0,4.25916,1,0,0,0,1,4.376,0.9603,0.51,0.47324,0.122444,0.4472,,0.0472,0.9411,8.4699,4.0248,2.10443,1.102,0.215059,0.102194,0.112865626811981,0.247398,1.4075,0.297317,0.726087,0.418137,,4.44782,0.000480968,-0.0443815,999,,,,10066
Drew Carlton,SDP,0.0477,0.0504,0,4.29543,1,0,0,0,1,4.266,0.9886,0.5118,0.47727,0.150778,0.3058,,0.0397,0.8607,7.7463,2.7522,2.81458,1.357,0.201758,0.0716831,0.130075022578239,0.252162,1.2944,0.288008,0.722415,0.39517,,4.53025,0.000469771,-0.0481887,999,,,,19868
Diego Castillo,TEX,0.9002,0.9642,0,4.65238,19,0,0,0.6194,19,84.108,18.8856,10.5557,9.82169,2.66211,8.8158,,1.0709,16.9201,8.01478,4.17591,1.91929,1.261,0.201171,0.104815,0.0963558703660965,0.25445,1.45797,0.296921,0.715166,0.440271,,4.85648,0.000467372,-0.0533624,999,,,,17496
David Phelps,,0.0476,0.0508,0.0011,4.4622,0.9868,0.0028,0,0,1,4.379,0.9628,0.531,0.4958,0.138667,0.4346,,0.0479,0.9716,8.7444,3.9114,2.23562,1.248,0.221877,0.0992464,0.122630730271339,0.247094,1.3974,0.295788,0.72004,0.394975,,4.56201,0.000449448,-0.0435576,999,,,,6316
Raynel Espinal,,0.0479,0.0502,0,4.39794,1,0,0,0,1,4.314,0.974,0.5227,0.48866,0.147889,0.3509,,0.0558,0.9163,8.2467,3.1581,2.61129,1.331,0.212401,0.0813398,0.131061658263206,0.249277,1.3249,0.290566,0.717624,0.386987,,4.5651,0.000425301,-0.0435483,999,,,,19516
Jake Petricka,,0.0476,0.0505,0,4.39875,1,0,0,0,1,4.376,1.0369,0.5305,0.48875,0.117889,0.4016,,0.0462,0.7824,7.0416,3.6144,1.94821,1.061,0.178793,0.0917733,0.0870201215147972,0.263963,1.4385,0.303513,0.713021,0.496013,,4.5662,0.000413164,-0.0435483,999,,,,10534
Albert Abreu,,0.0479,0.0502,0,4.36374,1,0,0,0,1,4.413,0.9331,0.523,0.48486,0.123333,0.5152,,0.0559,1.0009,9.0081,4.6368,1.94274,1.11,0.226807,0.116746,0.110061183571815,0.242875,1.4483,0.297964,0.725365,0.445016,,4.56987,0.000400056,-0.0435576,999,,,,17485
Tristan Garnett,PHI,0.0482,0.05,0,4.44195,1,0,0,0,1,4.378,0.9897,0.5318,0.49355,0.138556,0.4393,,0.0428,0.8532,7.6788,3.9537,1.94218,1.247,0.194884,0.100343,0.0945409014821053,0.254036,1.429,0.293079,0.726465,0.435117,,4.79616,0.000387028,-0.0418187,999,,,,sa3017473
Dovydas Neverauskas,,0.0476,0.0505,0,4.45149,1,0,0,0,1,4.357,0.9765,0.5306,0.49461,0.139556,0.4167,,0.0417,0.9375,8.4375,3.7503,2.24982,1.256,0.215171,0.0956392,0.119531787931919,0.250475,1.3932,0.296626,0.72014,0.411995,,4.56946,0.000377121,-0.0435483,999,,,,11604
Shawn Morimando,,0.048,0.0502,0,4.35474,1,0,0,0,1,4.35,1.0272,0.5223,0.48386,0.132222,0.3677,,0.0399,0.8133,7.3197,3.3093,2.21186,1.19,0.186966,0.0845287,0.102436788380146,0.260552,1.3949,0.298637,0.721283,0.442004,,4.57013,0.000369766,-0.0435483,999,,,,13606
Derek Holland,,0.0488,0.0505,0.0037,4.30587,0.9555,0.0095,0,0,1,4.344,0.9729,0.5142,0.47843,0.142778,0.396,,0.045,0.9301,8.3709,3.564,2.34874,1.285,0.214111,0.0911602,0.122951209545136,0.24927,1.3689,0.293317,0.731131,0.409994,,4.57395,0.000327597,-0.0435483,999,,,,4141
Michael Byrne,CIN,0.0461,0.0521,0,4.83633,1,0,0,0,1,4.409,1.0435,0.5766,0.53737,0.152667,0.4265,,0.0438,0.8405,7.5645,3.8385,1.97069,1.374,0.190633,0.096734,0.0938988551497459,0.264935,1.47,0.302435,0.711155,0.45549,,4.96961,0.000319912,-0.0375757,999,,,,sa3008227
Jackson Rees,TOR,0.0488,0.0493,0,4.26573,1,0,0,0,1,4.403,0.937,0.5138,0.47397,0.120333,0.5121,,0.043,0.9593,8.6337,4.6089,1.87327,1.083,0.217874,0.116307,0.10156711935997,0.243509,1.4491,0.29501,0.730342,0.467457,,4.56607,0.000283043,-0.0462475,999,,,,sa3007818
Matt Vogel,,0.0477,0.0504,0,4.43115,1,0,0,0,1,4.359,0.955,0.5274,0.49235,0.140222,0.4306,,0.0473,0.9642,8.6778,3.8754,2.2392,1.262,0.221198,0.0987841,0.122413396835327,0.246064,1.3856,0.293436,0.721608,0.395991,,4.58323,0.000225252,-0.0435483,999,,,,sa738652
Lucas Luetge,,0.0484,0.0498,0,4.29777,1,0,0,0,1,4.335,0.997,0.5137,0.47753,0.135889,0.3536,,0.0463,0.869,7.821,3.1824,2.45758,1.223,0.200461,0.0815686,0.118892729282379,0.253361,1.3506,0.293873,0.721244,0.409,,4.4833,0.000224515,-0.0435483,999,,,,8337
Jack Neely,NYY,0.0507,0.0473,0,4.22586,1,0,0,0,1,4.325,0.9073,0.5029,0.46954,0.147778,0.4251,,0.0444,1.0378,9.3402,3.8259,2.44131,1.33,0.239954,0.098289,0.141664735972881,0.235326,1.3324,0.284474,0.736998,0.378197,,4.50905,0.000215969,-0.0471311,999,,,,sa3017947
Daniel Castano,,0.0486,0.0496,0,4.24467,1,0,0,0,1,4.297,1.0295,0.5094,0.47163,0.134556,0.3136,,0.0416,0.792,7.128,2.8224,2.52551,1.211,0.184315,0.0729811,0.11133348941803,0.261175,1.3431,0.296807,0.721992,0.440998,,4.48586,0.000196208,-0.0435483,999,,,,19805
Art Warren,NYY,0.0502,0.0479,0,4.32081,1,0,0,0,1,4.337,0.9276,0.5144,0.48009,0.144556,0.4251,,0.0434,1.0154,9.1386,3.8259,2.38861,1.301,0.234125,0.0980171,0.136107921600342,0.239783,1.3527,0.289102,0.728752,0.393095,,4.50896,0.000186943,-0.047159,999,,,,18251
Junior Fernández,,0.0479,0.0502,0,4.34214,1,0,0,0,1,4.396,0.9855,0.5235,0.48246,0.117778,0.4642,,0.0469,0.8651,7.7859,4.1778,1.86364,1.06,0.196793,0.105596,0.0911965444684029,0.253674,1.4497,0.299006,0.720884,0.484995,,4.58925,0.000158831,-0.0435483,999,,,,18496
Rex Brothers,,0.0481,0.05,0,4.36986,1,0,0,0,1,4.394,0.8914,0.5188,0.48554,0.138333,0.5277,,0.0508,1.0985,9.8865,4.7493,2.08168,1.245,0.25,0.120096,0.12990441173315,0.233626,1.4191,0.292037,0.734679,0.367002,,4.59187,0.000129906,-0.0435483,999,,,,9794
Matt Hardy,MIL,0.0467,0.0514,0,4.44186,1,0,0,0,1,4.38,0.9968,0.5328,0.49354,0.132778,0.4229,,0.0452,0.8723,7.8507,3.8061,2.06266,1.195,0.199155,0.0965525,0.102602750062943,0.254812,1.4197,0.297239,0.71883,0.457629,,4.64085,0.000116068,-0.0430143,999,,,,sa3004120
Andy Otero,,0.0514,0.0582,0.0366,4.35231,0.5902,0.0872,0,0,1,4.337,1.0362,0.5238,0.48359,0.136889,0.3425,,0.0423,0.7728,6.9552,3.0825,2.25635,1.232,0.178188,0.0789716,0.0992160588502884,0.262183,1.3787,0.295582,0.720185,0.46319,,4.6434,0.0000982274,-0.0430051,999,,,,sa506550
Thomas Pannone,CHC,0.048,0.0501,0,4.25178,1,0,0,0,1,4.244,1.0198,0.5064,0.47242,0.154444,0.2488,,0.0378,0.8011,7.2099,2.2392,3.21986,1.39,0.188761,0.0586239,0.130136668682098,0.257694,1.2686,0.288274,0.724265,0.382949,,4.52042,0.0000924261,-0.0435549,999,,,,17281
Trevor Lane,,0.0482,0.05,0,4.32954,1,0,0,0,1,4.371,0.9695,0.5179,0.48106,0.132889,0.4383,,0.0442,0.9169,8.2521,3.9447,2.09195,1.196,0.209769,0.100275,0.109494395554066,0.249325,1.4078,0.294715,0.728378,0.417987,,4.5963,0.0000811368,-0.0435483,999,,,,sa918196
Zac Rosscup,,0.0481,0.05,0,4.32864,1,0,0,0,1,4.39,0.9728,0.5192,0.48096,0.126556,0.4536,,0.0523,0.9106,8.1954,4.0824,2.0075,1.139,0.207426,0.103326,0.104100242257118,0.250457,1.4264,0.297247,0.726212,0.439992,,4.59676,0.0000759888,-0.0435483,999,,,,9419
Cody Reed,,0.0477,0.0504,0,4.3902,1,0,0,0,1,4.399,0.9872,0.527,0.4878,0.123,0.4586,,0.0495,0.8888,7.9992,4.1274,1.93807,1.107,0.202046,0.104251,0.0977949500083923,0.25372,1.4458,0.300163,0.72142,0.453993,,4.60074,0.000032124,-0.0435483,999,,,,15232
Chad Smith,NYM,0.0492,0.0489,0,4.11741,1,0,0,0,1,4.398,0.9453,0.4981,0.45749,0.110778,0.4939,,0.0484,0.9609,8.6481,4.4451,1.94554,0.997,0.218486,0.112301,0.106184631586075,0.24517,1.4392,0.299754,0.73288,0.487531,,4.40025,0.0000112312,0.0557524,999,,,,20190
Domingo Acevedo,,0.0474,0.0507,0,4.50072,1,0,0,0,1,4.308,1.0056,0.5341,0.50008,0.154667,0.3298,,0.0435,0.8808,7.9272,2.9682,2.67071,1.392,0.204457,0.0765552,0.127901576459408,0.255572,1.3354,0.293503,0.716171,0.385998,,4.62401,0.00000360678,-0.043539,999,,,,17092
Kyle Tyler,,0.0475,0.0506,0,4.44006,1,0,0,0,1,4.344,1.0291,0.5323,0.49334,0.133556,0.3627,,0.0415,0.8,7.2,3.2643,2.20568,1.202,0.184162,0.0834945,0.100667588412762,0.261206,1.3918,0.297895,0.713383,0.450987,,4.60386,-0.00000230011,-0.0435483,999,,,,22092
Jake McGee,,0.048,0.0501,0,4.40604,1,0,0,0,1,4.288,0.9833,0.5204,0.48956,0.161333,0.3235,,0.0378,0.9149,8.2341,2.9115,2.82813,1.452,0.213363,0.0754431,0.137919776141644,0.250414,1.3068,0.288362,0.727519,0.334014,,4.60647,-0.000021168,-0.043539,999,,,,7550
Frank German,BOS,0.0476,0.0506,0,4.63671,1,0,0,0,1,4.396,0.9901,0.5521,0.51519,0.134556,0.4475,,0.0499,0.943,8.487,4.0275,2.10726,1.211,0.214513,0.101797,0.112716108560562,0.253963,1.4376,0.303272,0.708841,0.425651,,4.61046,-0.0000287244,-0.0388197,999,,,,24750
Jose Espada,,0.0484,0.0497,0,4.30677,1,0,0,0,1,4.338,0.9301,0.5132,0.47853,0.137667,0.4395,,0.0422,0.9909,8.9181,3.9555,2.25461,1.239,0.228423,0.101314,0.12710926681757,0.24119,1.3696,0.29051,0.727695,0.393998,,4.50801,-0.0000479999,-0.0435483,999,,,,21131
Reagan Todd,COL,0.0441,0.0541,0,5.09688,1,0,0,0,1,4.49,1.0588,0.6049,0.56632,0.147778,0.4949,,0.0479,0.8931,8.0379,4.4541,1.80461,1.33,0.198909,0.110223,0.0886859819293022,0.268241,1.5537,0.313462,0.704479,0.434533,,5.01835,-0.0000650922,-0.0297307,999,,,,sa3006946
Peter Tago,,0.0475,0.0506,0,4.44429,1,0,0,0,1,4.39,0.9897,0.5327,0.49381,0.127444,0.4426,,0.0483,0.8874,7.9866,3.9834,2.00497,1.147,0.202141,0.10082,0.101321175694466,0.253828,1.4323,0.298953,0.717454,0.451001,,4.60972,-0.0000668635,-0.0435483,999,,,,sa548162
Domingo Tapia,,0.0467,0.0514,0,4.58721,1,0,0,0,1,4.435,0.9964,0.5502,0.50969,0.121667,0.5111,,0.0447,0.8469,7.6221,4.5999,1.65701,1.095,0.190958,0.115242,0.0757158994674683,0.256857,1.5075,0.30053,0.715917,0.464011,,4.81031,-0.000083279,-0.0435576,999,,,,12178
Joe La Sorsa,WSN,0.752,0.9166,0,4.60249,17,0,0,0.6081,17,74.171,18.0104,9.3383,8.69359,2.46311,5.7002,,0.9268,12.3726,6.5502,3.01775,2.17056,1.304,0.166812,0.0768521,0.0899596810340881,0.266647,1.39474,0.294969,0.709314,0.423704,,4.85247,-0.000108469,0.0565862,999,,,,25481
Cam Alldred,PIT,0.0472,0.0509,0,4.43376,1,0,0,0,1,4.382,1.0327,0.5315,0.49264,0.128222,0.3859,,0.048,0.7822,7.0398,3.4731,2.02695,1.154,0.178503,0.0880648,0.090438149869442,0.261569,1.4186,0.297753,0.715929,0.438889,,4.65923,-0.000116776,-0.0416169,999,,,,25078
Jacob deGrom,TEX,0.0775,0.0426,0.1082,2.81718,0.1754,0.1754,0,0,1,3.971,0.7456,0.3403,0.31302,0.112111,0.2172,,0.0294,1.4088,12.6792,1.9548,6.48619,1.009,0.354772,0.0546965,0.30007554218173,0.200193,0.9628,0.287494,0.772482,0.395154,,2.63468,-0.000139139,-0.00066958,449,,,,10954
Shane McClanahan,TBR,0.0687,0.0519,0.0968,3.40974,0.1754,0.1754,0,0,1,4.112,0.8603,0.4132,0.37886,0.116,0.3054,,0.0279,1.1312,10.1808,2.7486,3.70399,1.044,0.275097,0.0742704,0.200826846063137,0.227671,1.1657,0.294015,0.750025,0.456035,,3.50054,-0.000139139,-0.00066958,999,,,,21483
Shohei Ohtani,LAD,0.0743,0.0459,0.0954,3.48246,0.1754,0.1754,0,0,1,4.143,0.8278,0.4187,0.38694,0.125111,0.3364,,0.0483,1.2303,11.0727,3.0276,3.65725,1.126,0.296959,0.0811972,0.21576151996851,0.220259,1.1642,0.292435,0.753758,0.417043,,3.57499,-0.000139139,-0.00066958,12.9700002670288,,,,19755
Sandy Alcantara,MIA,0.0614,0.0594,0.0877,3.8826,0.1754,0.1754,0,0,1,4.209,0.9926,0.47,0.4314,0.111778,0.2616,,0.0406,0.9045,8.1405,2.3544,3.45757,1.006,0.214897,0.0621525,0.152744121849537,0.25407,1.2542,0.304728,0.714396,0.482408,,3.80575,-0.000139139,-0.00066958,999,,,,18684
Brandon Woodruff,,0.0652,0.0555,0.0894,3.79197,0.1754,0.1754,0,0,1,4.156,0.9065,0.4536,0.42133,0.134333,0.2764,,0.0419,1.061,9.549,2.4876,3.83864,1.209,0.255294,0.0665063,0.188787296414375,0.236209,1.1829,0.292225,0.733088,0.397989,,3.83427,-0.000139139,-0.00066958,747.940002441406,,,,16162
Kyle Wright,KCR,0.0562,0.0609,0.0642,4.29318,0.3173,0.1453,0,0,1,4.32,1.0263,0.5182,0.47702,0.110333,0.3629,,0.0533,0.8318,7.4862,3.2661,2.29209,0.993,0.192546,0.0840046,0.108541652560234,0.262898,1.3892,0.309274,0.705415,0.504947,,4.27437,-0.000139139,-0.00066958,750.710021972656,,,,19665
Landen Roupp,SFG,0.0568,0.0642,0.0805,4.25637,0.1754,0.1754,0,0,1,4.318,0.9934,0.5123,0.47293,0.124,0.3559,,0.0441,0.8954,8.0586,3.2031,2.51588,1.116,0.207365,0.0824224,0.124942108988762,0.253548,1.3493,0.299938,0.711916,0.462456,,4.27624,-0.000139139,-0.00066958,999,,,,sa3017869
Brant Hurter,DET,0.0577,0.0633,0.082,4.17591,0.1754,0.1754,0,0,1,4.31,1.0463,0.5052,0.46399,0.117444,0.3,,0.0526,0.7732,6.9588,2.7,2.57733,1.057,0.179397,0.0696056,0.109791174530983,0.264391,1.3463,0.302879,0.711664,0.48547,,4.29322,-0.000139139,-0.00066958,999,,,,sa3018091
Daniel Espino,CLE,0.0582,0.0627,0.0803,4.2669,0.1754,0.1754,0,0,1,4.29,0.9337,0.5098,0.4741,0.143444,0.3853,,0.039,1.0079,9.0711,3.4677,2.61588,1.291,0.234942,0.0898135,0.145128197968006,0.241535,1.319,0.291139,0.723677,0.411894,,4.37692,-0.000139139,-0.00066958,999,,,,sa3011495
Luis Garcia,HOU,0.0638,0.0569,0.0776,4.40424,0.1754,0.1754,0,0,1,4.259,0.9543,0.5222,0.48936,0.158111,0.3369,,0.0329,0.9955,8.9595,3.0321,2.95488,1.423,0.23374,0.0791031,0.15463725477457,0.245372,1.2912,0.291048,0.718796,0.368482,,4.42888,-0.000139139,-0.00066958,721.859985351563,,,,23735
Spencer Turnbull,,0.0579,0.063,0.0772,4.42737,0.1754,0.1754,0,0,1,4.327,1.0226,0.5318,0.49193,0.125778,0.3519,,0.0518,0.828,7.452,3.1671,2.35294,1.132,0.191357,0.0813266,0.110030047595501,0.260648,1.3745,0.302009,0.703181,0.467986,,4.44525,-0.000139139,-0.00066958,737.169982910156,,,,16207
Carson Whisenhunt,SFG,0.0559,0.0652,0.0783,4.36698,0.1754,0.1754,0,0,1,4.354,0.9846,0.5225,0.48522,0.134333,0.3914,,0.0443,0.927,8.343,3.5226,2.36842,1.209,0.212908,0.0898943,0.123013310134411,0.251282,1.376,0.297612,0.718475,0.418459,,4.45447,-0.000139139,-0.00066958,999,,,,sa3020529
Christian Scott,NYM,0.0597,0.0612,0.0795,4.30668,0.1754,0.1754,0,0,1,4.275,0.9929,0.5148,0.47852,0.151111,0.2896,,0.0496,0.8886,7.9974,2.6064,3.06837,1.36,0.20786,0.0677427,0.140116944909096,0.252274,1.2825,0.290664,0.716844,0.417323,,4.45988,-0.000139139,-0.00066958,999,,,,sa3017948
Carson Seymour,SFG,0.0539,0.0664,0.0726,4.47309,0.2101,0.1681,0,0,1,4.37,1.0541,0.5394,0.49701,0.121111,0.3564,,0.0487,0.7744,6.9696,3.2076,2.17284,1.09,0.177208,0.0815561,0.0956521779298782,0.265858,1.4105,0.303966,0.701965,0.494604,,4.49599,-0.000139139,-0.00066958,999,,,,sa3017868
Jimmy Joyce,SEA,0.0575,0.0635,0.0803,4.26627,0.1754,0.1754,0,0,1,4.355,1.0152,0.5166,0.47403,0.12,0.3626,,0.0684,0.8053,7.2477,3.2634,2.2209,1.08,0.184914,0.0832606,0.101653270423412,0.258716,1.3778,0.298529,0.711853,0.505801,,4.49744,-0.000139139,-0.00066958,999,,,,sa3016914
JT Brubaker,PIT,0.0564,0.0646,0.0752,4.52898,0.1754,0.1754,0,0,1,4.35,1.0221,0.5408,0.50322,0.143778,0.3452,,0.0519,0.8946,8.0514,3.1068,2.59154,1.294,0.205655,0.0793563,0.126298844814301,0.25857,1.3673,0.301361,0.708827,0.43029,,4.52625,-0.000139139,-0.00066958,999,,,,17578
Kris Bubic,KCR,0.0568,0.0642,0.0761,4.48353,0.1754,0.1754,0,0,1,4.354,1.0078,0.5364,0.49817,0.131556,0.4041,,0.0425,0.8873,7.9857,3.6369,2.19574,1.184,0.20379,0.0928112,0.110978417098522,0.257921,1.4119,0.303352,0.713109,0.437834,,4.53046,-0.000139139,-0.00066958,748.260009765625,,,,21455
Matt Dermody,,0.0583,0.0626,0.078,4.38597,0.1754,0.1754,0,0,1,4.308,1.0614,0.5275,0.48733,0.137333,0.2808,,0.0548,0.7438,6.6942,2.5272,2.64886,1.236,0.172656,0.0651811,0.107474461197853,0.267194,1.3422,0.298928,0.708476,0.464003,,4.55957,-0.000139139,-0.00066958,999,,,,14844
Logan Ondrusek,,0.0529,0.0676,0.0716,4.61322,0.1952,0.1712,0,0,1,4.328,1.0684,0.5511,0.51258,0.145556,0.2854,,0.042,0.7774,6.9966,2.5686,2.7239,1.31,0.179621,0.0659427,0.113678373396397,0.26706,1.3538,0.299854,0.697986,0.433163,,4.57466,-0.000139139,-0.00066958,999,,,,3677
Germán Márquez,COL,0.0527,0.0685,0.0685,4.87548,0.1754,0.1754,0,0,1,4.346,1.0924,0.5809,0.54172,0.150889,0.3393,,0.0325,0.8715,7.8435,3.0537,2.56852,1.358,0.200529,0.0780718,0.122457429766655,0.274873,1.4317,0.31896,0.697117,0.468547,,4.589,-0.000139139,-0.00066958,749.489990234375,,,,15038
Avery Weems,TEX,0.0588,0.0599,0.0696,4.38579,0.2546,0.1586,0,0,1,4.355,1.0267,0.5279,0.48731,0.134778,0.3638,,0.0503,0.8104,7.2936,3.2742,2.2276,1.213,0.186085,0.0835362,0.10254879295826,0.260524,1.3905,0.297732,0.71775,0.468047,,4.62865,-0.000139139,-0.00066958,999,,,,sa3010256
Angel Sánchez,,0.0525,0.0606,0.0482,4.43691,0.4583,0.1153,0,0,1,4.34,1.0046,0.5321,0.49299,0.138556,0.3767,,0.0427,0.838,7.542,3.3903,2.22458,1.247,0.193088,0.0867972,0.106290310621262,0.256236,1.3813,0.294168,0.715223,0.448615,,4.63846,-0.000139139,-0.00066958,999,,,,11776
Reid VanScoter,SEA,0.0572,0.0638,0.0801,4.27455,0.1754,0.1754,0,0,1,4.367,1.0499,0.519,0.47495,0.120444,0.3664,,0.0453,0.701,6.309,3.2976,1.91321,1.084,0.160522,0.083902,0.0766200944781303,0.265441,1.4163,0.296585,0.719176,0.509774,,4.65392,-0.000139139,-0.00066958,999,,,,sa3020839
Chris Clarke,CHC,0.0516,0.0627,0.0495,4.55985,0.4261,0.1221,0,0,1,4.34,1.097,0.5493,0.50665,0.132,0.2974,,0.0494,0.6746,6.0714,2.6766,2.26833,1.188,0.155438,0.0685253,0.0869124382734299,0.274717,1.3944,0.302831,0.698661,0.497237,,4.66224,-0.000139139,-0.00066958,999,,,,sa3011411
Garrett Stallings,BAL,0.0568,0.0623,0.0686,4.47246,0.248,0.16,0,0,1,4.308,1.0612,0.5376,0.49694,0.145222,0.2896,,0.037,0.7284,6.5556,2.6064,2.51519,1.307,0.169081,0.0672238,0.101857006549835,0.266539,1.3508,0.294737,0.708678,0.46511,,4.66593,-0.000139139,-0.00066958,999,,,,sa3014457
Connor Thomas,STL,0.0595,0.0603,0.0739,4.38948,0.2125,0.1675,0,0,1,4.353,1.1152,0.533,0.48772,0.117667,0.3083,,0.0464,0.5792,5.2128,2.7747,1.87869,1.059,0.133058,0.0708247,0.0622329562902451,0.278919,1.4235,0.302152,0.707439,0.524082,,4.69041,-0.000139139,-0.00066958,999,,,,sa3010784
Hayden Birdsong,SFG,0.0529,0.0678,0.0708,4.64346,0.1969,0.1709,0,0,1,4.384,0.9861,0.5524,0.51594,0.145333,0.4087,,0.0511,0.9164,8.2476,3.6783,2.24223,1.308,0.209033,0.0932254,0.115807496011257,0.251287,1.3948,0.293721,0.707107,0.397296,,4.69097,-0.000139139,-0.00066958,999,,,,sa3020409
Royber Salinas,OAK,0.0515,0.0692,0.0751,4.42683,0.1944,0.1714,0,0,1,4.376,0.9298,0.5296,0.49187,0.131333,0.4901,,0.0456,0.9355,8.4195,4.4109,1.90879,1.182,0.21378,0.111997,0.101782456040382,0.242116,1.4199,0.287895,0.720288,0.416978,,4.69847,-0.000139139,-0.00066958,999,,,,sa3009243
Tsuyoshi Wada,,0.0566,0.064,0.073,4.56012,0.1903,0.1723,0,0,1,4.342,1.0234,0.5434,0.50668,0.150889,0.3576,,0.0367,0.8505,7.6545,3.2184,2.37836,1.358,0.195877,0.0823584,0.113519117236137,0.25924,1.381,0.296137,0.716047,0.407001,,4.6985,-0.000139139,-0.00066958,999,,,,13046
Daulton Jefferies,SFG,0.0515,0.0698,0.0704,4.77927,0.1754,0.1754,0,0,1,4.344,1.1119,0.5702,0.53103,0.149778,0.2585,,0.0457,0.7073,6.3657,2.3265,2.73617,1.348,0.162822,0.0595074,0.10331492125988,0.275236,1.3704,0.302295,0.689405,0.436182,,4.70015,-0.000139139,-0.00066958,999,,,,19345
Noah Cameron,KCR,0.0553,0.0658,0.073,4.64112,0.1754,0.1754,0,0,1,4.359,1.0451,0.553,0.51568,0.142667,0.3545,,0.0468,0.797,7.173,3.1905,2.24824,1.284,0.18284,0.081326,0.101514108479023,0.264068,1.3996,0.299014,0.705578,0.408782,,4.71961,-0.000139139,-0.00066958,999,,,,sa3018097
