Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
Layonel Ovalles,NYM,0.0443,0.0764,0.0495,5.74002,0.2068,0.1688,0,0,1,4.609,1.1153,0.6791,0.63778,0.176444,0.5138,,0.0573,0.6526,5.8734,4.6242,1.27014,1.588,0.141593,0.111478,0.0301149860024452,0.276208,1.6291,0.292583,0.687371,0.41493,,5.95692,-0.000139139,-0.00066958,999,,,,sa3015993
Franklin Gomez,NYM,0.0452,0.0724,0.045,5.58549,0.3156,0.1456,0,0,1,4.683,1.0807,0.6637,0.62061,0.153556,0.6445,,0.0482,0.6855,6.1695,5.8005,1.06362,1.382,0.146381,0.137625,0.00875507295131683,0.270832,1.7252,0.294215,0.702877,0.431823,,5.95836,-0.000139139,-0.00066958,999,,,,sa3019153
Christian Romero,LAD,0.0481,0.0694,0.0411,5.81292,0.3131,0.1461,0,0,1,4.606,1.1612,0.6891,0.64588,0.176111,0.4967,,0.0469,0.6077,5.4693,4.4703,1.22347,1.585,0.131937,0.107838,0.0240990072488785,0.285841,1.6579,0.300461,0.686438,0.449245,,5.95988,-0.000139139,-0.00066958,999,,,,sa3016260
Hunter Perdue,,0.0395,0.0812,0.0447,5.98095,0.215,0.167,0,0,1,4.638,1.1466,0.7062,0.66455,0.17,0.5408,,0.0457,0.6319,5.6871,4.8672,1.16845,1.53,0.136244,0.116602,0.0196420922875404,0.283006,1.6874,0.300529,0.67697,0.41391,,5.96074,-0.000139139,-0.00066958,999,,,,sa3016905
Luis Ramirez,TEX,0.044,0.0754,0.0441,5.88987,0.2505,0.1595,0,0,1,4.643,1.1528,0.6979,0.65443,0.168333,0.5312,,0.061,0.627,5.643,4.7808,1.18035,1.515,0.135042,0.114409,0.0206332132220268,0.284586,1.684,0.302404,0.680852,0.449677,,5.96597,-0.000139139,-0.00066958,999,,,,sa3020831
Edinson Batista,HOU,0.0475,0.0715,0.0442,5.82282,0.2604,0.1574,0,0,1,4.621,1.1113,0.6899,0.64698,0.166,0.5643,,0.0563,0.6544,5.8896,5.0787,1.15967,1.494,0.141614,0.122116,0.0194979459047318,0.277797,1.6756,0.297264,0.682996,0.440868,,5.96604,-0.000139139,-0.00066958,999,,,,sa3009266
Josue Panacual,NYY,0.0484,0.0722,0.051,5.6592,0.2076,0.1686,0,0,1,4.635,1.134,0.6743,0.6288,0.159667,0.5417,,0.0601,0.5838,5.2542,4.8753,1.07772,1.437,0.125955,0.116872,0.00908306241035461,0.281166,1.6757,0.296174,0.68959,0.476386,,5.96851,-0.000139139,-0.00066958,999,,,,sa3010568
D.J. McCarty,TEX,0.0443,0.0737,0.0415,5.81391,0.3032,0.1482,0,0,1,4.675,1.1274,0.6909,0.64599,0.156222,0.5969,,0.0614,0.6457,5.8113,5.3721,1.08176,1.406,0.138118,0.127679,0.0104385018348694,0.280678,1.7243,0.302098,0.686376,0.468573,,5.96943,-0.000139139,-0.00066958,999,,,,sa3015222
Michael Arias,CHC,0.0421,0.0796,0.0506,5.80626,0.1754,0.1754,0,0,1,4.666,1.071,0.6877,0.64514,0.158444,0.6571,,0.0497,0.7323,6.5907,5.9139,1.11444,1.426,0.156944,0.140827,0.0161165744066238,0.270509,1.7281,0.297399,0.690709,0.429657,,5.97062,-0.000139139,-0.00066958,999,,,,sa3017036
Inohan Paniagua,STL,0.0464,0.0751,0.0514,5.7645,0.1754,0.1754,0,0,1,4.591,1.1214,0.6818,0.6405,0.171111,0.5042,,0.0679,0.6115,5.5035,4.5378,1.21281,1.54,0.133195,0.109824,0.0233718231320381,0.279032,1.6256,0.293635,0.680931,0.415283,,5.97278,-0.000139139,-0.00066958,999,,,,sa3006417
Luis Carrasco,OAK,0.0374,0.0838,0.0498,5.76774,0.1969,0.1709,0,0,1,4.581,1.1513,0.6834,0.64086,0.166111,0.4824,,0.0524,0.5222,4.6998,4.3416,1.0825,1.495,0.113993,0.105305,0.0086880549788475,0.284539,1.6337,0.293395,0.678231,0.427004,,5.97448,-0.000139139,-0.00066958,999,,,,sa1172127
Nic Swanson,HOU,0.048,0.071,0.0447,5.78394,0.2604,0.1574,0,0,1,4.566,1.1029,0.6831,0.64266,0.182222,0.5116,,0.0463,0.6601,5.9409,4.6044,1.29027,1.64,0.144569,0.112046,0.0325229912996292,0.275168,1.6145,0.290822,0.685161,0.404201,,5.97743,-0.000139139,-0.00066958,999,,,,sa3017551
Gerelmi Maldonado,SFG,0.0389,0.0822,0.0456,5.96061,0.2051,0.1691,0,0,1,4.708,1.1152,0.7055,0.66229,0.154667,0.6313,,0.0569,0.6736,6.0624,5.6817,1.067,1.392,0.143076,0.134091,0.00898471474647522,0.277427,1.7465,0.300963,0.680407,0.433156,,5.98311,-0.000139139,-0.00066958,999,,,,sa3016018
Nate Peterson,MIL,0.0427,0.0761,0.0449,5.71455,0.2785,0.1535,0,0,1,4.603,1.1062,0.6744,0.63495,0.181667,0.5278,,0.0458,0.6762,6.0858,4.7502,1.28117,1.635,0.146904,0.114664,0.0322398319840431,0.274532,1.634,0.29151,0.69553,0.385534,,5.98511,-0.000139139,-0.00066958,999,,,,sa3020804
Jose Atencio,WSN,0.038,0.0782,0.0366,5.84127,0.3725,0.1335,0,0,1,4.592,1.1541,0.6916,0.64903,0.169111,0.501,,0.0519,0.5634,5.0706,4.509,1.12455,1.522,0.122692,0.109103,0.0135888457298279,0.285732,1.6551,0.297887,0.679313,0.436682,,5.98538,-0.000139139,-0.00066958,999,,,,sa3010304
Jaden Hill,COL,0.0377,0.0842,0.041,6.30045,0.1754,0.1754,0,0,1,4.653,1.2003,0.7431,0.70005,0.176889,0.5243,,0.0579,0.6567,5.9103,4.7187,1.25253,1.592,0.141135,0.11268,0.0284547656774521,0.294856,1.7246,0.31614,0.664543,0.452054,,5.9878,-0.000139139,-0.00066958,999,,,,sa3019731
Santiago Suarez,TBR,0.0419,0.075,0.0383,5.88276,0.3453,0.1393,0,0,1,4.619,1.151,0.6965,0.65364,0.169,0.5232,,0.0453,0.5844,5.2596,4.7088,1.11697,1.521,0.126521,0.113271,0.0132496207952499,0.284162,1.6742,0.297837,0.680092,0.435487,,5.98874,-0.000139139,-0.00066958,999,,,,sa3019386
Alexander Vizcaíno,,0.0425,0.0771,0.0445,5.88663,0.2447,0.1607,0,0,1,4.634,1.1183,0.6955,0.65407,0.171222,0.5657,,0.047,0.6648,5.9832,5.0913,1.17518,1.541,0.143461,0.122076,0.0213854163885117,0.278094,1.684,0.29733,0.68442,0.414007,,5.98943,-0.000139139,-0.00066958,999,,,,sa920272
Jordan Fowler,PHI,0.0459,0.0756,0.0527,5.69565,0.1754,0.1754,0,0,1,4.558,1.1667,0.6753,0.63285,0.176778,0.4526,,0.0432,0.5218,4.6962,4.0734,1.15289,1.591,0.11448,0.0992979,0.0151820927858353,0.287209,1.6193,0.294302,0.688141,0.430703,,5.99695,-0.000139139,-0.00066958,999,,,,sa3017777
Bryce Bonnin,CIN,0.0436,0.0771,0.0467,5.89266,0.2068,0.1688,0,0,1,4.579,1.1084,0.6948,0.65474,0.193,0.5246,,0.049,0.7437,6.6933,4.7214,1.41765,1.737,0.162415,0.114567,0.0478488802909851,0.276726,1.633,0.298302,0.688436,0.41381,,5.99744,-0.000139139,-0.00066958,999,,,,sa3014453
Wilfredo Pereira,STL,0.0471,0.074,0.0511,5.72301,0.1886,0.1726,0,0,1,4.498,1.1269,0.673,0.63589,0.199,0.3981,,0.0512,0.595,5.355,3.5829,1.4946,1.791,0.132281,0.088506,0.0437750220298767,0.278336,1.525,0.285095,0.683569,0.357099,,5.99994,-0.000139139,-0.00066958,999,,,,sa917136
Jaison Vilera,,0.0422,0.0773,0.0437,5.9004,0.2505,0.1595,0,0,1,4.597,1.1755,0.698,0.6556,0.175556,0.4687,,0.0513,0.548,4.932,4.2183,1.16919,1.58,0.119208,0.101958,0.0172503814101219,0.288325,1.6442,0.298184,0.67662,0.430015,,6.00126,-0.000139139,-0.00066958,999,,,,sa917752
Manuel Castro,SDP,0.0419,0.0747,0.0388,5.76657,0.356,0.137,0,0,1,4.622,1.0938,0.6818,0.64073,0.172444,0.5716,,0.0483,0.6775,6.0975,5.1444,1.18527,1.552,0.146582,0.123669,0.0229121521115303,0.273306,1.6654,0.292294,0.690741,0.408743,,6.00152,-0.000139139,-0.00066958,999,,,,sa3017493
Edgar Escobar,,0.042,0.0716,0.0303,5.81913,0.4558,0.1158,0,0,1,4.546,1.1262,0.6838,0.64657,0.195556,0.4405,,0.0524,0.6371,5.7339,3.9645,1.44631,1.76,0.140145,0.0968984,0.0432468131184578,0.277861,1.5667,0.28898,0.682872,0.361005,,6.00176,-0.000139139,-0.00066958,999,,,,sa3007244
Jared Johnson,ATL,0.0478,0.0662,0.0301,5.96502,0.4376,0.1196,0,0,1,4.685,1.0867,0.7028,0.66278,0.173333,0.6415,,0.0409,0.7769,6.9921,5.7735,1.21107,1.56,0.165827,0.136926,0.0289007425308228,0.271499,1.7282,0.299232,0.690257,0.391262,,6.00177,-0.000139139,-0.00066958,999,,,,sa3011626
Juan Carela,CHW,0.0405,0.0811,0.0525,5.67657,0.1829,0.1739,0,0,1,4.593,1.0753,0.6711,0.63073,0.181556,0.5268,,0.0825,0.7204,6.4836,4.7412,1.3675,1.634,0.156847,0.114696,0.0421511009335518,0.269925,1.6021,0.290013,0.690693,0.413695,,6.00236,-0.000139139,-0.00066958,999,,,,sa3009237
Zarion Sharpe,,0.0433,0.0744,0.0427,5.73678,0.3131,0.1461,0,0,1,4.674,1.1523,0.6829,0.63742,0.147889,0.5923,,0.0487,0.5473,4.9257,5.3307,0.924025,1.331,0.117095,0.126722,-0.00962773710489273,0.285718,1.7446,0.300919,0.690512,0.465008,,6.006,-0.000139139,-0.00066958,999,,,,sa3015073
Baron Stuart,NYY,0.0477,0.0733,0.0503,5.75271,0.1936,0.1716,0,0,1,4.616,1.1475,0.6832,0.63919,0.172444,0.5081,,0.0516,0.5834,5.2506,4.5729,1.1482,1.552,0.126386,0.110074,0.0163128301501274,0.282893,1.6556,0.295431,0.687608,0.453007,,6.00912,-0.000139139,-0.00066958,999,,,,sa3020888
Juan Daniel Encarnacion,BOS,0.0422,0.0787,0.0428,6.12738,0.1985,0.1705,0,0,1,4.608,1.1568,0.7202,0.68082,0.185889,0.4863,,0.0572,0.6432,5.7888,4.3767,1.32264,1.673,0.139583,0.105534,0.0340494811534882,0.284611,1.6431,0.300089,0.667387,0.3899,,6.0157,-0.000139139,-0.00066958,999,,,,sa3008697
Saul Garcia,NYM,0.0433,0.0729,0.0377,5.751,0.3684,0.1344,0,0,1,4.676,1.0529,0.6797,0.639,0.168667,0.6443,,0.0572,0.7682,6.9138,5.7987,1.1923,1.518,0.164286,0.137789,0.0264970064163208,0.264914,1.6972,0.291093,0.696409,0.400989,,6.01581,-0.000139139,-0.00066958,999,,,,sa3017106
Joel Hurtado,LAA,0.0427,0.0745,0.0391,5.83911,0.3354,0.1414,0,0,1,4.625,1.1247,0.6923,0.64879,0.165778,0.5746,,0.0531,0.6386,5.7474,5.1714,1.11138,1.492,0.138076,0.124238,0.0138378441333771,0.281365,1.6993,0.300327,0.686336,0.453882,,6.01605,-0.000139139,-0.00066958,999,,,,sa3019774
Jonatan Bernal,KCR,0.04,0.0775,0.0371,6.03288,0.3239,0.1439,0,0,1,4.659,1.2039,0.7152,0.67032,0.153333,0.5291,,0.0513,0.4844,4.3596,4.7619,0.915517,1.38,0.103971,0.113565,-0.00959433615207672,0.295175,1.733,0.30532,0.67034,0.456863,,6.02077,-0.000139139,-0.00066958,999,,,,sa3009271
Cooper Chandler,BAL,0.0435,0.075,0.0426,5.81886,0.2851,0.1521,0,0,1,4.567,1.1388,0.6862,0.64654,0.191111,0.4574,,0.046,0.6134,5.5206,4.1166,1.34106,1.72,0.134311,0.100153,0.0341580882668495,0.280244,1.5962,0.290783,0.684909,0.391087,,6.02288,-0.000139139,-0.00066958,999,,,,sa3020641
Braunny Munoz,,0.0416,0.071,0.0279,5.87619,0.497,0.107,0,0,1,4.568,1.167,0.693,0.65291,0.186778,0.4458,,0.041,0.5586,5.0274,4.0122,1.25303,1.681,0.122285,0.097592,0.0246935188770294,0.285945,1.6128,0.293847,0.680672,0.39801,,6.02635,-0.000139139,-0.00066958,999,,,,sa3006398
Osvaldo Berrios,OAK,0.0368,0.0798,0.0374,5.82579,0.361,0.136,0,0,1,4.561,1.1492,0.6872,0.64731,0.179667,0.4542,,0.0513,0.5397,4.8573,4.0878,1.18824,1.617,0.118329,0.0995834,0.0187458842992783,0.283368,1.6034,0.290616,0.67773,0.389826,,6.02781,-0.000139139,-0.00066958,999,,,,sa3004702
Will Bednar,SFG,0.0381,0.0823,0.0427,6.05448,0.2266,0.1646,0,0,1,4.682,1.1439,0.7145,0.67272,0.167333,0.5603,,0.0634,0.6359,5.7231,5.0427,1.13493,1.506,0.135818,0.119671,0.0161469429731369,0.281867,1.7042,0.300014,0.673296,0.41243,,6.02967,-0.000139139,-0.00066958,999,,,,sa3017844
Jean Cabrera,PHI,0.0443,0.0753,0.0456,5.80662,0.2455,0.1605,0,0,1,4.587,1.1436,0.6885,0.64518,0.173556,0.5111,,0.045,0.5747,5.1723,4.5999,1.12444,1.562,0.125289,0.111424,0.0138652697205544,0.283708,1.6547,0.295507,0.684412,0.446148,,6.03016,-0.000139139,-0.00066958,999,,,,sa3015433
Helcris Olivarez,BOS,0.0431,0.0785,0.0465,6.0138,0.1754,0.1754,0,0,1,4.728,1.1365,0.7127,0.6682,0.148444,0.6454,,0.0706,0.6513,5.8617,5.8086,1.00914,1.336,0.137754,0.136506,0.00124788284301758,0.283275,1.7819,0.307589,0.679255,0.457331,,6.03022,-0.000139139,-0.00066958,999,,,,sa3002965
Landon Leach,,0.0421,0.077,0.0431,5.88573,0.2645,0.1565,0,0,1,4.677,1.1457,0.6991,0.65397,0.153444,0.5786,,0.0706,0.5831,5.2479,5.2074,1.00778,1.381,0.124674,0.123712,0.000962160527706146,0.284448,1.7243,0.301482,0.679175,0.467981,,6.03122,-0.000139139,-0.00066958,999,,,,sa3005243
Marco Jimenez,DET,0.0385,0.0804,0.0403,6.00444,0.2785,0.1535,0,0,1,4.696,1.1517,0.7113,0.66716,0.153556,0.6039,,0.0488,0.5889,5.3001,5.4351,0.975161,1.382,0.125405,0.128599,-0.00319421291351318,0.284842,1.7556,0.302391,0.677843,0.443243,,6.03156,-0.000139139,-0.00066958,999,,,,sa3002926
Gerald Garcia,OAK,0.0378,0.0825,0.0482,5.74371,0.2299,0.1639,0,0,1,4.648,1.1089,0.6801,0.63819,0.157222,0.6006,,0.0467,0.6007,5.4063,5.4054,1.00017,1.415,0.129238,0.129217,2.1517276763916E-05,0.277176,1.7095,0.293476,0.691156,0.409914,,6.03943,-0.000139139,-0.00066958,999,,,,sa1172141
Christian Fernandez,,0.0416,0.0718,0.0293,5.86845,0.4682,0.1132,0,0,1,4.627,1.0965,0.6914,0.65205,0.178222,0.5604,,0.0563,0.6905,6.2145,5.0436,1.23216,1.604,0.149233,0.121115,0.0281175747513771,0.273421,1.6569,0.292298,0.686022,0.38599,,6.04103,-0.000139139,-0.00066958,999,,,,sa917688
Miguel Ullola,HOU,0.0471,0.0707,0.0405,5.83263,0.3041,0.1481,0,0,1,4.669,1.024,0.6885,0.64807,0.168111,0.6954,,0.0512,0.8196,7.3764,6.2586,1.1786,1.513,0.175541,0.14894,0.0266009718179703,0.261065,1.7194,0.291646,0.694656,0.396168,,6.04108,-0.000139139,-0.00066958,999,,,,sa3016504
Jacob Miller,MIA,0.0385,0.0831,0.0451,6.06033,0.1837,0.1737,0,0,1,4.671,1.1737,0.7176,0.67337,0.161556,0.5618,,0.0461,0.5658,5.0922,5.0562,1.00712,1.454,0.12113,0.120274,0.000856354832649231,0.288868,1.7355,0.303424,0.674409,0.446688,,6.04736,-0.000139139,-0.00066958,999,,,,sa3020111
Raimon Gomez,NYM,0.0434,0.0783,0.0495,5.8608,0.1754,0.1754,0,0,1,4.643,1.1022,0.6918,0.6512,0.179667,0.5652,,0.0502,0.6931,6.2379,5.0868,1.22629,1.617,0.149278,0.121732,0.0275468453764915,0.273662,1.6674,0.292419,0.689048,0.399404,,6.05071,-0.000139139,-0.00066958,999,,,,sa3017645
Kevin Folman,CHW,0.0391,0.076,0.0355,5.76126,0.4121,0.1251,0,0,1,4.576,1.1462,0.6819,0.64014,0.185111,0.4779,,0.0484,0.5947,5.3523,4.3011,1.2444,1.666,0.129961,0.104436,0.0255244746804237,0.283033,1.6241,0.293921,0.690284,0.430547,,6.05098,-0.000139139,-0.00066958,999,,,,sa3008462
Tyler Schlaffer,CHC,0.0408,0.0809,0.048,5.93838,0.1754,0.1754,0,0,1,4.604,1.1395,0.7011,0.65982,0.179556,0.5134,,0.0512,0.6153,5.5377,4.6206,1.19848,1.616,0.133645,0.111512,0.0221329256892204,0.282096,1.6529,0.295864,0.679119,0.410624,,6.05246,-0.000139139,-0.00066958,999,,,,sa3011815
Deck McGuire,,0.0431,0.0768,0.043,5.95323,0.2406,0.1616,0,0,1,4.536,1.1258,0.6989,0.66147,0.212667,0.4513,,0.0468,0.7299,6.5691,4.0617,1.61733,1.914,0.160913,0.099493,0.0614197552204132,0.278808,1.5771,0.295003,0.686433,0.379696,,6.05421,-0.000139139,-0.00066958,999,,,,11596
Adam Tulloch,CLE,0.0419,0.0779,0.0471,5.76081,0.2365,0.1625,0,0,1,4.662,1.087,0.6823,0.64009,0.164667,0.6132,,0.0562,0.6744,6.0696,5.5188,1.0998,1.482,0.144659,0.131532,0.0131274163722992,0.272254,1.7002,0.292476,0.692606,0.418506,,6.05511,-0.000139139,-0.00066958,999,,,,sa3020588
Luis Perales,BOS,0.0426,0.0791,0.0447,6.10875,0.1754,0.1754,0,0,1,4.655,1.0979,0.7181,0.67875,0.178889,0.6061,,0.0447,0.7364,6.6276,5.4549,1.21498,1.61,0.158195,0.130204,0.0279913991689682,0.274187,1.704,0.297519,0.678268,0.381867,,6.0602,-0.000139139,-0.00066958,999,,,,sa3014677
Joseph Salazar,,0.0419,0.0795,0.0471,5.95215,0.1853,0.1733,0,0,1,4.639,1.1572,0.7046,0.66135,0.169556,0.5358,,0.0495,0.5774,5.1966,4.8222,1.07764,1.526,0.124466,0.115499,0.00896745920181274,0.285468,1.693,0.298676,0.679022,0.436987,,6.06036,-0.000139139,-0.00066958,999,,,,sa3002984
Tyler Cleveland,SEA,0.0424,0.0781,0.0491,5.73435,0.215,0.167,0,0,1,4.529,1.1598,0.6768,0.63715,0.198111,0.3849,,0.0499,0.5368,4.8312,3.4641,1.39465,1.783,0.118525,0.0849857,0.0335394218564034,0.283279,1.5447,0.286278,0.684818,0.389896,,6.06129,-0.000139139,-0.00066958,999,,,,sa3020840
Deylen Miley,HOU,0.0467,0.0713,0.0397,5.88177,0.3041,0.1481,0,0,1,4.659,1.051,0.6942,0.65353,0.171111,0.6601,,0.0492,0.7729,6.9561,5.9409,1.17088,1.54,0.165894,0.141683,0.0242112129926682,0.266096,1.7111,0.292741,0.691043,0.401216,,6.06158,-0.000139139,-0.00066958,999,,,,sa3017366
Luis Peralta,PIT,0.0415,0.0747,0.0365,5.84208,0.3709,0.1339,0,0,1,4.757,1.0841,0.6928,0.64912,0.140556,0.7288,,0.0597,0.6925,6.2325,6.5592,0.950192,1.265,0.145575,0.153206,-0.007630854845047,0.273176,1.8129,0.300928,0.693079,0.435302,,6.06276,-0.000139139,-0.00066958,999,,,,sa3005843
Rodney Theophile,WSN,0.0372,0.0842,0.0466,5.94405,0.1936,0.1716,0,0,1,4.639,1.1372,0.7035,0.66045,0.165222,0.558,,0.0634,0.6012,5.4108,5.022,1.07742,1.487,0.129597,0.120285,0.00931233912706375,0.283055,1.6952,0.298962,0.677442,0.440699,,6.06473,-0.000139139,-0.00066958,999,,,,sa3008228
Emmanuel Reyes,KCR,0.0397,0.0794,0.0391,6.10425,0.2711,0.1551,0,0,1,4.628,1.1922,0.7197,0.67825,0.172444,0.4918,,0.0494,0.5274,4.7466,4.4262,1.07239,1.552,0.113959,0.106266,0.00769230723381043,0.29172,1.684,0.301083,0.668456,0.407766,,6.06562,-0.000139139,-0.00066958,999,,,,sa3019071
Tommy Parsons,,0.0433,0.0767,0.0454,5.85369,0.2307,0.1637,0,0,1,4.493,1.1302,0.685,0.65041,0.217556,0.3842,,0.0354,0.6378,5.7402,3.4578,1.66007,1.958,0.141954,0.0855108,0.0564433410763741,0.277459,1.5144,0.283602,0.685555,0.317982,,6.06646,-0.000139139,-0.00066958,999,,,,sa3007624
Orlando Rodriguez,,0.0419,0.0747,0.0364,5.90661,0.356,0.137,0,0,1,4.589,1.1214,0.6948,0.65629,0.189889,0.4973,,0.0499,0.6491,5.8419,4.4757,1.30525,1.709,0.141447,0.108368,0.0330791026353836,0.277451,1.6187,0.290842,0.682926,0.373014,,6.067,-0.000139139,-0.00066958,999,,,,sa3011421
Alexander Cornielle,MIL,0.0419,0.0793,0.0484,5.84469,0.1936,0.1716,0,0,1,4.585,1.0882,0.6879,0.64941,0.194556,0.5133,,0.0568,0.7098,6.3882,4.6197,1.38282,1.751,0.154809,0.111952,0.0428571477532387,0.27104,1.6015,0.287295,0.687371,0.376187,,6.07496,-0.000139139,-0.00066958,999,,,,sa3011779
Jared Karros,LAD,0.0483,0.072,0.046,5.91426,0.2117,0.1677,0,0,1,4.557,1.1488,0.6957,0.65714,0.206667,0.4364,,0.0441,0.6526,5.8734,3.9276,1.49542,1.86,0.143208,0.0957648,0.0474434942007065,0.28181,1.5852,0.29284,0.686413,0.383523,,6.07801,-0.000139139,-0.00066958,999,,,,sa3020859
Colin Fields,DET,0.0386,0.0804,0.0397,6.04548,0.2777,0.1537,0,0,1,4.653,1.1309,0.7113,0.67172,0.176556,0.5501,,0.0537,0.6417,5.7753,4.9509,1.16652,1.589,0.137911,0.118225,0.0196862295269966,0.27929,1.681,0.295376,0.676304,0.379532,,6.07826,-0.000139139,-0.00066958,999,,,,sa3021985
Jarrod Cande,COL,0.0377,0.0842,0.0403,6.33546,0.1754,0.1754,0,0,1,4.566,1.2234,0.7431,0.70394,0.21,0.3986,,0.0469,0.6205,5.5845,3.5874,1.5567,1.89,0.135896,0.0872974,0.0485983416438103,0.296906,1.622,0.308024,0.661822,0.396962,,6.08054,-0.000139139,-0.00066958,999,,,,sa3017813
Jackson Humphries,CLE,0.0413,0.0801,0.0491,5.84118,0.1878,0.1728,0,0,1,4.68,1.115,0.6925,0.64902,0.161,0.6127,,0.055,0.6351,5.7159,5.5143,1.03656,1.449,0.135705,0.130919,0.00478632748126984,0.277895,1.7277,0.296623,0.689077,0.436529,,6.08094,-0.000139139,-0.00066958,999,,,,sa3021729
Hancel Rincon,STL,0.0457,0.0756,0.0497,5.82318,0.1829,0.1739,0,0,1,4.535,1.1897,0.6888,0.64702,0.186222,0.3929,,0.0496,0.4607,4.1463,3.5361,1.17256,1.676,0.101588,0.0866373,0.0149503871798515,0.290703,1.5826,0.291236,0.676154,0.415278,,6.08203,-0.000139139,-0.00066958,999,,,,sa3009629
Mitch Myers,OAK,0.036,0.0855,0.0474,5.91372,0.1911,0.1721,0,0,1,4.576,1.1955,0.6996,0.65708,0.175333,0.4298,,0.0537,0.4507,4.0563,3.8682,1.04863,1.578,0.0984921,0.0939248,0.00456731021404266,0.29212,1.6253,0.294296,0.670878,0.422991,,6.08347,-0.000139139,-0.00066958,999,,,,sa3018179
Jorge Marcheco,LAA,0.0436,0.078,0.0489,5.89122,0.1754,0.1754,0,0,1,4.502,1.1239,0.6906,0.65458,0.214667,0.4102,,0.0505,0.6715,6.0435,3.6918,1.63701,1.932,0.149156,0.0911151,0.0580408796668053,0.278104,1.5341,0.288176,0.68379,0.351131,,6.08481,-0.000139139,-0.00066958,999,,,,sa3018025
Kevin Miranda,TOR,0.0431,0.0718,0.0341,5.83281,0.4162,0.1242,0,0,1,4.561,1.1817,0.69,0.64809,0.189778,0.4178,,0.0436,0.5103,4.5927,3.7602,1.2214,1.708,0.111883,0.0916027,0.0202806368470192,0.288248,1.5995,0.291783,0.681881,0.420608,,6.08575,-0.000139139,-0.00066958,999,,,,sa3020757
Yehizon Sanchez,OAK,0.0362,0.0799,0.0356,5.86575,0.3799,0.1319,0,0,1,4.631,1.1483,0.695,0.65175,0.160889,0.5404,,0.0552,0.5232,4.7088,4.8636,0.968172,1.448,0.112978,0.116692,-0.00371411442756653,0.284557,1.6887,0.294634,0.679009,0.434033,,6.087,-0.000139139,-0.00066958,999,,,,sa3011574
Chen Zhong-Ao Zhuang,OAK,0.0363,0.0856,0.0487,5.90103,0.1754,0.1754,0,0,1,4.591,1.1353,0.6959,0.65567,0.178444,0.505,,0.0465,0.5699,5.1291,4.545,1.12851,1.606,0.124134,0.109998,0.0141363516449928,0.28105,1.6403,0.290735,0.679191,0.389822,,6.08952,-0.000139139,-0.00066958,999,,,,sa3018174
Zach Mort,,0.0413,0.0716,0.0279,5.93415,0.4846,0.1096,0,0,1,4.564,1.1528,0.6974,0.65935,0.197222,0.4368,,0.0502,0.5937,5.3433,3.9312,1.3592,1.775,0.130083,0.0957055,0.0343777313828468,0.282757,1.5896,0.290796,0.67926,0.36801,,6.09253,-0.000139139,-0.00066958,999,,,,sa3008172
Gabriel Cotto,,0.0432,0.0775,0.0481,5.80284,0.2109,0.1679,0,0,1,4.687,1.1396,0.6895,0.64476,0.152333,0.5986,,0.0631,0.5632,5.0688,5.3874,0.940862,1.371,0.120162,0.127715,-0.00755281001329422,0.283109,1.7382,0.298289,0.687702,0.454003,,6.09407,-0.000139139,-0.00066958,999,,,,sa3007934
Shaddon Peavyhouse,SEA,0.0411,0.08,0.0486,5.83173,0.1961,0.1711,0,0,1,4.645,1.1581,0.6923,0.64797,0.167778,0.522,,0.0598,0.5424,4.8816,4.698,1.03908,1.51,0.116771,0.112379,0.00439181923866272,0.285022,1.6801,0.295352,0.683499,0.451028,,6.09675,-0.000139139,-0.00066958,999,,,,sa3020802
Hyun-il Choi,LAD,0.0482,0.0722,0.0458,5.92065,0.2117,0.1677,0,0,1,4.532,1.1849,0.6969,0.65785,0.211556,0.3698,,0.048,0.5808,5.2272,3.3282,1.57058,1.904,0.128155,0.0815975,0.0465578064322472,0.288003,1.5547,0.293013,0.681593,0.391447,,6.09706,-0.000139139,-0.00066958,999,,,,sa3009992
Joe Elbis,ARI,0.0412,0.0805,0.0453,6.07788,0.1754,0.1754,0,0,1,4.63,1.1669,0.7167,0.67532,0.174667,0.5024,,0.0605,0.5586,5.0274,4.5216,1.11186,1.572,0.120648,0.10851,0.012138232588768,0.286912,1.6693,0.297625,0.668601,0.406671,,6.09721,-0.000139139,-0.00066958,999,,,,sa3015216
Shane Davis,,0.0417,0.0797,0.0463,5.98194,0.1886,0.1726,0,0,1,4.642,1.1465,0.7071,0.66466,0.173111,0.5534,,0.0437,0.5995,5.3955,4.9806,1.0833,1.558,0.129147,0.119216,0.00993107259273529,0.283443,1.6999,0.297464,0.681146,0.424988,,6.09778,-0.000139139,-0.00066958,999,,,,sa3015007
Jake Miller,DET,0.0396,0.0803,0.044,5.93046,0.2414,0.1614,0,0,1,4.681,1.1298,0.6997,0.65894,0.166111,0.5814,,0.0569,0.6151,5.5359,5.2326,1.05796,1.495,0.131404,0.124204,0.00719933211803436,0.279467,1.7112,0.295475,0.684072,0.389599,,6.09918,-0.000139139,-0.00066958,999,,,,sa3020408
